provider,source_id,display_zoom,source_zoom,tile_x,tile_y,tile_url,layer_name,feature_index,mvt_id,geometry_type,properties_json,geometry_wkt,fetched_at
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,10,10,MultiLineString,"{""captured_at"": 1652034307000, ""creator_id"": 158325836319628, ""foot"": false, ""id"": ""9b8Y4UynKHj2gMwkoAIxFs"", ""image_id"": 1364464777391093, ""is_pano"": false, ""quality_score"": 0.3883627450980393}","MULTILINESTRING ((4.43419576 51.92938192, 4.43698525 51.93049335, 4.43771482 51.93069182, 4.43846583 51.93081090), (4.43846583 51.93210091, 4.43787575 51.93245814, 4.43577290 51.93420454, 4.43327308 51.93603025))",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,11,11,MultiLineString,"{""captured_at"": 1711729507987, ""creator_id"": 158325836319628, ""foot"": false, ""id"": ""zciaDBCXOPbopmFE0HUT2K"", ""image_id"": 717769530434704, ""is_pano"": false, ""quality_score"": 0.7300204379562044}","MULTILINESTRING ((4.42756534 51.92670246, 4.43667412 51.93040735, 4.43760753 51.93068520, 4.43846583 51.93081751), (4.43846583 51.93214722, 4.43785429 51.93253752, 4.43537593 51.93456175, 4.43258643 51.93657927, 4.42839146 51.94011138))",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,12,12,MultiLineString,"{""captured_at"": 1658058480040, ""creator_id"": 158325836319628, ""foot"": false, ""id"": ""MPwkYmN4UvtbfGQ7nKsWxr"", ""image_id"": 1204608040377310, ""is_pano"": false, ""quality_score"": 0.70388}","MULTILINESTRING ((4.43100929 51.93752516, 4.43695307 51.93239198, 4.43735003 51.93190906, 4.43727493 51.93171060, 4.43727493 51.93147906, 4.43750024 51.93113506, 4.43794012 51.93083736, 4.43846583 51.93067197), (4.43846583 51.92692079, 4.43630934 51.92414194, 4.43614841 51.92380450, 4.43627715 51.92355968, 4.43723202 51.92280538, 4.43747878 51.92232236, 4.43846583 51.92150849))",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,13,13,MultiLineString,"{""captured_at"": 1417009175000, ""creator_id"": 110475481178603, ""foot"": false, ""id"": ""g44a798uk4bx5e5tb4t4yw"", ""image_id"": 153723693363315, ""is_pano"": false, ""quality_score"": 0.6258198614318707}","MULTILINESTRING ((4.39453125 51.92702003, 4.39605474 51.92705973, 4.39841509 51.92694064, 4.39999223 51.92677524, 4.40222383 51.92637165, 4.40364003 51.92598791, 4.40561414 51.92525350, 4.41001296 51.92326194, 4.41069961 51.92301712, 4.41223383 51.92263997, 4.41302776 51.92253410, 4.41385388 51.92247455, 4.41509843 51.92248116, 4.41592455 51.92254072, 4.41748023 51.92279877, 4.41860676 51.92308329, 4.41959381 51.92342074, 4.42471147 51.92556447, 4.43633080 51.93024857, 4.43769336 51.93071828, 4.43814397 51.93081751, 4.43846583 51.93083074), (4.43846583 51.93218029, 4.43790793 51.93244490, 4.43760753 51.93265659, 4.43536520 51.93454852, 4.43184614 51.93717459, 4.42374587 51.94426488))",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,14,14,MultiLineString,"{""captured_at"": 1490447186475, ""creator_id"": 101587278753997, ""foot"": false, ""id"": ""Nh5SrtoqiWe1XIIm8YX70g"", ""image_id"": 786172392012692, ""is_pano"": false, ""quality_score"": 0.6789088471849866}","MULTILINESTRING ((4.43846583 51.94407970, 4.43824053 51.94413261), (4.43824053 51.94413261, 4.43797231 51.94422520), (4.43797231 51.94422520, 4.43787575 51.94426488), (4.43786502 51.94426488, 4.43797231 51.94422520), (4.43797231 51.94422520, 4.43824053 51.94413261), (4.43824053 51.94413261, 4.43846583 51.94407309))",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,15,15,MultiLineString,"{""captured_at"": 1444488291844, ""creator_id"": 110475481178603, ""foot"": false, ""id"": ""PbIwemEt-fs0nymJG0VZDg"", ""image_id"": 167988745125998, ""is_pano"": false, ""quality_score"": 0.7013258620689654}","MULTILINESTRING ((4.39453125 51.92696049, 4.39645171 51.92698034, 4.39859748 51.92687448, 4.40064669 51.92662307, 4.40193415 51.92637827, 4.40315723 51.92606731, 4.40501332 51.92545861, 4.40622568 51.92494915, 4.40920830 51.92356630, 4.41047430 51.92308329, 4.41117167 51.92288479, 4.41190124 51.92273260, 4.41340327 51.92254733, 4.41415429 51.92249440, 4.41566706 51.92254733, 4.41642880 51.92263335, 4.41790938 51.92293110, 4.41919684 51.92331487, 4.43654537 51.93037427, 4.43735003 51.93061905, 4.43797231 51.93075136, 4.43846583 51.93079767), (4.43846583 51.93216045, 4.43769336 51.93267644, 4.43586946 51.93420454, 4.43262935 51.93653297, 4.42368150 51.94426488))",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,16,16,MultiLineString,"{""captured_at"": 1440067391678, ""creator_id"": 110475481178603, ""foot"": false, ""id"": ""a36ltk2auvv30o55fy70r7"", ""image_id"": 328928361897666, ""is_pano"": false, ""quality_score"": 0.7161728271728272}","MULTILINESTRING ((4.43579435 51.94426488, 4.43313360 51.94321993, 4.43277955 51.94322654, 4.43248987 51.94332574, 4.43157792 51.94426488), (4.43150282 51.94426488, 4.43243623 51.94332574, 4.43264008 51.94321993, 4.43290830 51.94316702, 4.43345547 51.94327284, 4.43373442 51.94342495, 4.43503261 51.94391436, 4.43581581 51.94426488))",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,17,17,MultiLineString,"{""captured_at"": 1417777805000, ""creator_id"": 110475481178603, ""foot"": false, ""id"": ""t5nS-RbGbDU1Wc-QRzI-HQ"", ""image_id"": 138827401557880, ""is_pano"": false, ""quality_score"": 0.6596569506726457}","MULTILINESTRING ((4.42169666 51.92699357, 4.42191124 51.92702003, 4.42203999 51.92699357, 4.42229748 51.92671569, 4.42330599 51.92593498, 4.42363858 51.92561078, 4.42367077 51.92551816, 4.42358494 51.92532628, 4.42386389 51.92503516, 4.42440033 51.92527335, 4.42450762 51.92536598, 4.42445397 51.92546523, 4.42427158 51.92559755, 4.42427158 51.92566372, 4.42450762 51.92582251, 4.42665339 51.92662968, 4.43068743 51.92830354, 4.43294048 51.92930253, 4.43407774 51.92987148, 4.43458200 51.93024196, 4.43473220 51.93049997, 4.43479657 51.93085059, 4.43507552 51.93092336, 4.43740368 51.93120121, 4.43786502 51.93092998, 4.43846583 51.93073813), (4.43846583 51.93228614, 4.43825126 51.93233244, 4.43810105 51.93243829, 4.43628788 51.93399947, 4.43251133 51.93669834, 4.42928195 51.93940365, 4.42375660 51.94426488))",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,18,18,MultiLineString,"{""captured_at"": 1711726447469, ""creator_id"": 158325836319628, ""foot"": false, ""id"": ""iFhObktU5JjXZuKeHVBLzY"", ""image_id"": 1145119676673131, ""is_pano"": false, ""quality_score"": 0.7836413373860182}","MULTILINESTRING ((4.42191124 51.92015862, 4.41845655 51.91990717, 4.41839218 51.91984100, 4.41837072 51.91901385, 4.41814542 51.91890135, 4.41799521 51.91840505), (4.41799521 51.91840505, 4.41793084 51.91812051), (4.41793084 51.91812051, 4.41780210 51.91762420), (4.41780210 51.91762420, 4.41769481 51.91759773, 4.41719055 51.91764405, 4.41687942 51.91773008, 4.41696525 51.91827932, 4.41717982 51.91890135, 4.41725492 51.91896753, 4.41804886 51.91892120, 4.41808105 51.91881533, 4.41799521 51.91840505), (4.41799521 51.91840505, 4.41793084 51.91812051), (4.41793084 51.91812051, 4.41780210 51.91762420), (4.41780210 51.91762420, 4.41763043 51.91753155, 4.41753387 51.91717421), (4.42111731 51.91717421, 4.42110658 51.91725362, 4.42121387 51.91728670, 4.42243695 51.91717421))",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,19,19,MultiLineString,"{""captured_at"": 1491303887000, ""creator_id"": 110475481178603, ""foot"": false, ""id"": ""FHuKx7uAZPybx8dMa2RAHg"", ""image_id"": 306885311068588, ""is_pano"": false, ""quality_score"": 0.7151283676703646}","MULTILINESTRING ((4.42568779 51.91717421, 4.42550540 51.91747861, 4.42437887 51.91866313, 4.42331672 51.92008583, 4.42134261 51.92199152, 4.41977620 51.92310975, 4.41967964 51.92324209, 4.41975474 51.92334134, 4.42047358 51.92369202, 4.43004370 51.92770810, 4.43652391 51.93031473, 4.43762898 51.93065212, 4.43846583 51.93073813), (4.43846583 51.93211414, 4.43788648 51.93247137, 4.43556905 51.93440299, 4.43282247 51.93637422, 4.43184614 51.93716136, 4.42357421 51.94426488))",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,20,20,MultiLineString,"{""captured_at"": 1472405826839, ""creator_id"": 110475481178603, ""foot"": false, ""id"": ""kjo319jvrnav7m3ocuanev"", ""image_id"": 525329608628085, ""is_pano"": false, ""quality_score"": 0.6607870503597122}","MULTILINESTRING ((4.43846583 51.93123429, 4.43598747 51.93035442, 4.41933632 51.92354645, 4.41808105 51.92312960, 4.41678286 51.92285170, 4.41544175 51.92270613, 4.41436887 51.92267967, 4.41256642 51.92280538, 4.41154718 51.92299065, 4.41029191 51.92336780, 4.40970182 51.92359277, 4.40574288 51.92547846, 4.40424085 51.92599453), (4.40424085 51.92599453, 4.40342546 51.92625918, 4.40316796 51.92641797, 4.40300703 51.92659660, 4.40298557 51.92676201, 4.40320015 51.92699357, 4.40341473 51.92709281, 4.40386534 51.92719867, 4.40403700 51.92717882, 4.40412283 51.92708620, 4.40427303 51.92641797, 4.40424085 51.92599453), (4.40424085 51.92599453, 4.40409064 51.92524027, 4.40388680 51.92463818, 4.40352201 51.92391036, 4.40316796 51.92336119, 4.40267444 51.92182610, 4.40207362 51.92060196, 4.40200925 51.91988732, 4.40214872 51.91923222, 4.40211654 51.91886827, 4.40233111 51.91717421))",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,21,21,MultiLineString,"{""captured_at"": 1418468347000, ""creator_id"": 110475481178603, ""foot"": false, ""id"": ""uybf1jsbct64s1xjo8t47v"", ""image_id"": 422848945421698, ""is_pano"": false, ""quality_score"": 0.6540329670329671}","MULTILINESTRING ((4.39453125 51.93792203, 4.39684868 51.93775006, 4.39710617 51.93767730, 4.39725637 51.93754501, 4.39779282 51.93667188), (4.39779282 51.93667188, 4.39786792 51.93664542, 4.39823270 51.93671157), (4.39823270 51.93671157, 4.39911246 51.93689016, 4.39933777 51.93683725, 4.39939141 51.93669172, 4.39925194 51.93662558, 4.39912319 51.93673141, 4.39846873 51.93661235, 4.39823270 51.93671157), (4.39823270 51.93671157, 4.39788938 51.93671157, 4.39779282 51.93667188), (4.39779282 51.93667188, 4.39783573 51.93646021, 4.39822197 51.93570613, 4.39876914 51.93483958, 4.39900517 51.93481312, 4.39972401 51.93495203, 4.39991713 51.93492557, 4.40012097 51.93464113, 4.40404773 51.92725160, 4.40421939 51.92649074, 4.40418720 51.92571665), (4.40418720 51.92571665, 4.40407991 51.92537921, 4.40388680 51.92530643, 4.40293193 51.92548507, 4.40272808 51.92557770, 4.40261006 51.92570341, 4.40262079 51.92584897, 4.40277100 51.92596806, 4.40302849 51.92600776, 4.40331817 51.92596806, 4.40418720 51.92571665), (4.40418720 51.92571665, 4.40566778 51.92517411, 4.40978765 51.92334134, 4.41098928 51.92294434, 4.41162229 51.92279215, 4.41298485 51.92257380, 4.41436887 51.92250101, 4.41575289 51.92254733, 4.41710472 51.92271937, 4.41840291 51.92304359, 4.41959381 51.92344720, 4.42421794 51.92541891, 4.43647027 51.93040735, 4.43846583 51.93112183))",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,22,22,MultiLineString,"{""captured_at"": 1711726447469, ""creator_id"": 158325836319628, ""foot"": false, ""id"": ""nMsd3BOwlXJ1rxDSWZi8L9"", ""image_id"": 810749644222704, ""is_pano"": false, ""quality_score"": 0.7853909677419357}","MULTILINESTRING ((4.42110658 51.91717421, 4.42125678 51.91722715, 4.42196488 51.91717421), (4.42567706 51.91717421, 4.42529082 51.91768375, 4.42440033 51.91859034, 4.42394972 51.91918590, 4.42383170 51.91921236, 4.42333817 51.91909325, 4.42290902 51.91906017, 4.42282319 51.91915281, 4.42256570 51.92014539, 4.42245841 51.92018509, 4.42196488 51.92015862))",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,23,23,MultiLineString,"{""captured_at"": 1478256398960, ""creator_id"": 101587278753997, ""foot"": false, ""id"": ""76mkod73r51oojpnaobgia"", ""image_id"": 2878060269128763, ""is_pano"": false, ""quality_score"": 0.6284245754245755}","MULTILINESTRING ((4.43567634 51.94426488, 4.43465710 51.94379531, 4.43325162 51.94324638, 4.43310142 51.94322654, 4.43268299 51.94323977, 4.43245769 51.94332574, 4.43191051 51.94385484), (4.43191051 51.94385484, 4.43185687 51.94390775, 4.43183541 51.94391436, 4.43187833 51.94391436, 4.43191051 51.94385484), (4.43191051 51.94385484, 4.43228602 51.94344479, 4.43245769 51.94330590, 4.43258643 51.94324638, 4.43287611 51.94318024, 4.43323016 51.94316702, 4.43377733 51.94334559, 4.43589091 51.94426488))",2026-05-20T08:29:37+00:00
